article_id,condition,prompt_id,run,source,title,school_type,state,bias_score,justification,hallucinate,input_tokens,output_tokens
2021-0637085,,,,wnd,"Inmate recognizes 70-year-old cellmate as kid sister's rapist, he's now serving 25 years for brutal vengeance",,,1,"Nearly neutral article with minimal bias; uses factual reporting of the incident, quotes from the inmate, and court documents, though the headline's framing of 'brutal vengeance' contains slight emotional language that subtly favors a sympathetic view of the perpetrator.",False,1792,91
2020-0885404,,,,powerlineblog,Podcast: The Three Whisky Happy Hour: Milk the Trump Dividend!,,,4,"Strong bias evident through loaded language ('COVID tyranny,' 'social science nonsense'), favorable framing of Trump with predictions of his cultural dominance, dismissive treatment of opposing perspectives, and the casual, partisan tone of a podcast celebrating Trump's political impact rather than analyzing it objectively.",False,1274,93
2022-0644020,,,,palmerreport,We're about to get a big peek at what Merrick Garland really has in store for Donald Trump,,,3,"Moderate bias: The article uses speculative framing ('could provide clues,' 'it's anyone's guess,' 'no way of knowing') while repeatedly assuming Trump's guilt as a foregone conclusion ('preparing the public for Trump's imminent arrest,' 'about his guilt'), creating a presumption of culpability without presenting counterarguments or acknowledging the legal principle of innocence until proven guilty.",False,1407,120
2022-0675509,,,,palmerreport,Donald Trump's ugly seven,,,4,"Strong bias with overt advocacy and inflammatory language: 'traitor,' 'enemy of the state,' 'black as coal,' 'criminal on his way to prison,' and dehumanizing descriptions ('wears human skin') that misrepresent Trump's actions and cherry-pick facts to support a predetermined conclusion while dismissing any counterarguments.",False,1630,109
2018-0304814,,,,infowars,Fund Led by Steyer and Soros Rolling Out State-Focused Donations Strategy,,,3,"Moderate bias: The article uses loaded framing ('liberal mega-donors,' 'leftwing pressure groups') and selectively presents financial data about donations without providing counterarguments or context from the organizations mentioned, while the heavy redaction makes full assessment difficult.",False,1294,88
2022-0158702,,,,breitbart,White House Coronavirus Team Quiet as Joe Biden Readies State of the Union Address,,,2,"Subtle bias through selective framing and emphasis: the article highlights the coronavirus team's reduced visibility and characterizes CDC guidance changes skeptically (noting criteria shifts while implying inconsistency with prior ""data"" and ""science"" claims), while emphasizing Democratic political motivations for mask lifting without presenting counterarguments about the scientific basis for policy changes.",False,1399,105
2021-0589459,,,,thelibertybeacon,What to Make of Those UN Vehicles Parked in Ontario?,,,4,"Strong bias with selective facts and misleading framing: the article presents an elaborate conspiracy theory connecting UN vehicles, a pharmaceutical company, a unsolved murder, and vague insinuations without evidence, using charged language like 'creepy' and implying nefarious connections while omitting the straightforward explanation that Inkas manufactures armored vehicles for legitimate clients.",False,1714,111
2021-0379768,,,,humansarefree,More Advanced Intelligent Life Could Exist Right Here On Earth,,,3,"Article exhibits moderate bias through selective use of credible sources, unverified claims presented as fact (e.g., Dedrickson's benevolent beings claim), speculative reasoning presented without adequate skepticism, and absence of counterarguments from skeptics or scientific establishment regarding UAP origins.",False,1695,95
2019-0121186,,,,palmerreport,Donald Trump opens his mouth and destroys the legal argument for his own national emergency,,,4,"Strong bias with overt advocacy: charged language ('racist base,' 'blabbering mouth,' 'rambling and narcissistic'), selective framing that presents Trump's statements as admissions of wrongdoing, and omission of counterarguments or Trump supporters' perspectives on the emergency declaration.",False,1390,96
2020-0646108,,,,vdare,Ann Coulter: Are the Media Trying to Throw the Election to Trump?,,,4,"Strong bias with charged language ('worst of everything', 'utter spinelessness'), selective framing that dismisses media criticism while advocating for Trump, cherry-picked facts (the 'fine people' quote misrepresented without full context), and strategic omission of counterarguments; multiple copyright blocks obscure key claims making verification difficult.",False,1739,106
2020-0359027,,,,redstate,WH Press Secretary Kayleigh McEnany's Press Briefing Preparedness Triggers Yet Another CNN Journalist,,,4,"Strong bias with overt advocacy; uses charged language ('triggered,' 'smack downs,' 'laughable,' 'flat out laughable'), dismissive framing ('so-called reporters,' scare quotes around 'reporter' and 'fact checker'), selective presentation of facts omitting CNN's perspective, and inflammatory characterizations of journalists as unserious while championing McEnany without balanced analysis.",False,1619,119
2020-0487203,,,,renegadetribune,Randonautica = The Newest Psychological Operation,,,4,"Strong bias with overt advocacy for a conspiracy theory narrative, selective use of facts, misleading framing (presenting unverified theories as established facts), and charged language ('PsyOp', 'dark web', 'Chaos Magicians') that cherry-picks connections to support the predetermined conclusion that Randonautica is a psychological operation.",False,1724,108
2022-0864568,,,,welovetrump,Young Actress in Her 30's Suddenly Dies of 'Natural Causes',,,4,"Strong bias with misleading framing and cherry-picked facts: article presents a tragic death as part of a conspiracy theory about 'excess deaths' without evidence, uses loaded language like 'suspicious' and 'silent crisis,' selectively omits context about the actual cause of death, and manipulates a personal tragedy to push an unfounded narrative about mysterious mortality patterns.",True,1571,110
2021-0624841,,,,mintpressnews,"SpyCops: How the UK Police Infiltrated Over 1,000 Political Groups",,,2,"Subtle bias through selective framing and emphasis: the article presents the 'Spycops' scandal primarily through a critical lens favoring activist perspectives, uses loaded language ('raped by the state,' 'enforcers for the upper class'), omits counterarguments about police justifications, and makes unsubstantiated comparative claims about differential treatment of far-right groups without evidence.",False,1681,116
2022-0790535,,,,pamelagellerreport,French General: People who resisted COVID jabs are 'superheroes' who 'embody the best of humanity',,,4,"Strong bias with selective framing, charged language ('experimental COVID jabs,' 'draconian COVID policies'), and omission of scientific consensus on vaccine safety and efficacy; the article presents an unverified or misattributed letter as fact without adequate skepticism, and uses heroic language to frame vaccine hesitancy while dismissing mainstream medical guidance.",False,1742,108
2021-0966902,,,,thestream,The Blessing of Brokenness,,,0,Article is a personal testimony and religious reflection with no detectable bias; it presents the author's spiritual perspective in first-person narrative without making false claims about external facts or misrepresenting opposing viewpoints.,False,1766,76
2021-0826165,,,,breitbart,Donald Trump Mocks Biden Corruption: 'Hunter Has Inspired Me to Begin Painting',,,4,"Strong bias with charged language ('crooked as hell'), selective framing that emphasizes only Trump's criticism while omitting context or counterarguments, cherry-picked details about Hunter Biden's art sales presented as evidence of corruption without substantiation, and sarcastic mockery presented as news narrative rather than balanced reporting.",False,1604,98
