sample_idx,condition,prompt_id,run,qwen_score,qwen_hallucinate,qwen_raw,prompt_eval_count
441,llama-sft-gt,immigration,2,5,True,"{
  ""score"": 5,
  ""justification"": ""The article presents nonsensical and contradictory claims, such as suspending asylum processing being a 'humane measure' in response to illegal immigration while simultaneously containing unintelligible text artifacts like repeated copyright tags."",
  ""hallucinate"": true
}",1075
442,llama-sft-gt,immigration,3,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains repeated '<copyright>' placeholders and incoherent text where factual claims should be, rendering it nonsensical propaganda rather than a report of real events."",
  ""hallucinate"": true
}",1077
443,llama-sft-gt,immigration,4,5,False,"{
  ""score"": 5,
  ""justification"": ""The article contains obvious text corruption with repeated copyright tags and a fragmented sentence structure that distorts facts to an extreme degree resembling disinformation."",
  ""hallucinate"": false
}",1075
444,llama-sft-gt,immigration,5,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains significant text corruption with repeated copyright tags and makes unverifiable or contradictory claims about ending the Flores agreement while simultaneously describing new asylum processing rules."",
  ""hallucinate"": true
}",1076
445,llama-sft-gt,immigration,6,2,False,"{
  ""score"": 2,
  ""justification"": ""While primarily factual, the article exhibits subtle bias through repetitive phrasing and incomplete sentences at the end that disrupt objectivity, alongside copyright artifacts suggesting poor editing."",
  ""hallucinate"": false
}",1077
446,llama-sft-gt,immigration,7,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains multiple obvious artifacts such as '<selfref>' and repeated '<copyright>', along with incoherent sentences where facts are distorted or seemingly fabricated to fill gaps."",
  ""hallucinate"": true
}",1074
447,llama-sft-gt,immigration,8,5,True,"{
  ""score"": 5,
  ""justification"": ""The article is composed entirely of nonsensical text containing repeated copyright symbols and abrupt cut-offs, representing extreme disinformation with no verifiable facts."",
  ""hallucinate"": true
}",1075
448,llama-sft-gt,immigration,9,2,False,"{
  ""score"": 2,
  ""justification"": ""While the article attempts a neutral tone by citing government agencies for its claims about border surges, it exhibits subtle bias through framing that presents the 'surge' as an established fact without including counter-perspectives or context."",
  ""hallucinate"": false
}",1076
449,llama-sft-gt,immigration,10,4,True,"{
  ""score"": 4,
  ""justification"": ""The article displays strong bias by framing the policy as forcing migrants to seek 'other forms of relief' and relying on condemnation from critics while omitting administration reasoning, alongside severe text corruption with repeated '<copyright>' tags that suggests intentional misrepresentation or fabrication."",
  ""hallucinate"": true
}",1080
450,llama-sft-gt,immigration,11,2,False,"{
  ""score"": 2,
  ""justification"": ""The article frames 'Remain in Mexico' as a forced measure using charged verbs like 'force', while omitting opposing perspectives and containing significant structural errors with repeated copyright tags."",
  ""hallucinate"": false
}",1077
451,llama-sft-gt,immigration,12,5,False,"{
  ""score"": 5,
  ""justification"": ""The article contains repetitive gibberish ('<copyright>') and cuts off mid-sentence, indicating severe text generation failure or intentional disinformation rather than objective reporting."",
  ""hallucinate"": false
}",1076
452,llama-sft-gt,immigration,13,5,True,"{
  ""score"": 5,
  ""justification"": ""The article is filled with broken text artifacts like '<copyright>' placeholders and unverifiable specific claims such as a 'run 13' policy granting work permits and food stamps after waiting in Mexico."",
  ""hallucinate"": true
}",1083
453,llama-sft-gt,immigration,14,5,True,"{
  ""score"": 5,
  ""justification"": ""The article is categorized as extreme bias due to severe text corruption (repeated copyright tags), logical incoherence where a policy meant to speed up claims causes family separation by forcing waiting in Mexico without context, and the fabrication of an unverifiable absolute claim about 'the first time in history' for such separations."",
  ""hallucinate"": true
}",1075
454,llama-sft-gt,immigration,15,5,True,"{
  ""score"": 5,
  ""justification"": ""The article is categorized as extreme bias due to severe text corruption (repeated '<copyright>' tokens) and factual fabrication regarding a non-existent 'run 15' policy under the Trump administration."",
  ""hallucinate"": true
}",1076
455,llama-sft-gt,immigration,16,4,False,"{
  ""score"": 4,
  ""justification"": ""The article displays strong bias due to severe structural corruption (repeated copyright placeholders) that obscures specific factual claims about locations and policies, rendering the report misleading and incomplete."",
  ""hallucinate"": false
}",1075
456,llama-sft-gt,immigration,17,5,True,"{
  ""score"": 5,
  ""justification"": ""The article presents fabricated claims by stating the Obama administration criticized a current rule (which is factually impossible as they left office years prior) and includes nonsensical copyright tags within the text."",
  ""hallucinate"": true
}",1077
457,llama-sft-gt,immigration,18,5,True,"{
  ""score"": 5,
  ""justification"": ""The article claims an asylum-seeking right exists under the 8th Amendment against 'cruel' treatment (a factual distortion as such rights are typically grounded in international treaties or other constitutional amendments) and contains nonsensical fabricated text repeating '<copyright>'."",
  ""hallucinate"": true
}",1075
458,llama-sft-gt,immigration,19,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains overt signs of fabrication and corruption through repeated placeholder tags like '<copyright>' replacing actual text, rendering the content incoherent and indistinguishable from intentional disinformation."",
  ""hallucinate"": true
}",1077
459,llama-sft-gt,immigration,20,3,True,"{
  ""score"": 3,
  ""justification"": ""The article contains fabricated details regarding the 'run 20' policy timeline and includes repetitive text artifacts that distort factual claims."",
  ""hallucinate"": true
}",1076
460,llama-sft-gt,military,1,4,False,"{
  ""score"": 4,
  ""justification"": ""The article displays strong bias through misleading framing by misidentifying USNORTHCOM as a 'military branch' (it is a unified combatant command) and contains significant factual inaccuracies regarding budget figures that appear cherry-picked or distorted."",
  ""hallucinate"": false
}",1084
461,llama-sft-gt,military,2,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains extensive corruption with repeated '<copyright>' tokens replacing specific content, rendering the text nonsensical and effectively fabricated."",
  ""hallucinate"": false
}",1085
462,llama-sft-gt,military,3,2,False,"{
  ""score"": 2,
  ""justification"": ""The article contains incoherent text artifacts ('<copyright>' repeated) that obscure factual claims and disrupt objectivity, suggesting a lack of professional editorial oversight."",
  ""hallucinate"": false
}",1081
463,llama-sft-gt,military,4,4,False,"{
  ""score"": 4,
  ""justification"": ""The article exhibits strong bias due to severe structural corruption (repeated copyright tags) that misrepresents facts by breaking the sentence explaining budget-driven reductions in military assets."",
  ""hallucinate"": false
}",1090
464,llama-sft-gt,military,5,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains blatant signs of fabrication and data corruption, including repeated copyright symbols replacing text and nonsensical phrases like 'run 5' in the title."",
  ""hallucinate"": true
}",1081
465,llama-sft-gt,military,6,4,True,"{
  ""score"": 4,
  ""justification"": ""The article displays strong bias through misleading framing by presenting an incoherent budget breakdown with missing values (e.g., '$20 billion increase in <copyright>'), which misrepresents facts to support a narrative."",
  ""hallucinate"": true
}",1089
466,llama-sft-gt,military,7,3,False,"{
  ""score"": 3,
  ""justification"": ""The article displays moderate bias through the presentation of contradictory and factually inconsistent figures (e.g., claiming a $1.9 trillion Pentagon proposal versus a $750 billion request) without clarification or context."",
  ""hallucinate"": false
}",1086
