Title,Page ID,URL,State,School Type,Direct Parent Category
"Santa Clara Unified School District",1414743,"https://en.wikipedia.org/wiki/Santa_Clara_Unified_School_District","California","public","School districts in Santa Clara County, California"
"Santa Clara University School of Education, Counseling Psychology, and Pastoral Ministries",2938414,"https://en.wikipedia.org/wiki/Santa_Clara_University_School_of_Education,_Counseling_Psychology,_and_Pastoral_Ministries","California","unknown","Santa Clara University schools and colleges"
"Santa Clara University School of Engineering",2830027,"https://en.wikipedia.org/wiki/Santa_Clara_University_School_of_Engineering","California","unknown","Santa Clara University schools and colleges"
"Santa Clara University School of Law",1054076,"https://en.wikipedia.org/wiki/Santa_Clara_University_School_of_Law","California","unknown","Santa Clara University schools and colleges"
"Santa Clarita Christian School",67517785,"https://en.wikipedia.org/wiki/Santa_Clarita_Christian_School","California","private","Christian schools in California"
"Santa Cruz City School District",38634861,"https://en.wikipedia.org/wiki/Santa_Cruz_City_School_District","California","unknown","California school stubs"
"Santa Cruz High School",2363293,"https://en.wikipedia.org/wiki/Santa_Cruz_High_School","California","public","Public high schools in California"
"Santa Cruz Waldorf High School",10933151,"https://en.wikipedia.org/wiki/Santa_Cruz_Waldorf_High_School","California","unknown","Defunct schools in California"
"Santa Fe Christian Schools",9625708,"https://en.wikipedia.org/wiki/Santa_Fe_Christian_Schools","California","private","Private high schools in California"
"Santa Fe High School (California)",5472254,"https://en.wikipedia.org/wiki/Santa_Fe_High_School_(California)","California","public","Public high schools in Los Angeles County, California"
"Santa Margarita Catholic High School",3336447,"https://en.wikipedia.org/wiki/Santa_Margarita_Catholic_High_School","California","public","High schools in Orange County, California"
"Santa Maria High School",13868623,"https://en.wikipedia.org/wiki/Santa_Maria_High_School","California","public","Public high schools in California"
"Santa Maria Joint Union High School District",2291366,"https://en.wikipedia.org/wiki/Santa_Maria_Joint_Union_High_School_District","California","unknown","California school stubs"
"Santa Maria-Bonita School District",2291332,"https://en.wikipedia.org/wiki/Santa_Maria-Bonita_School_District","California","public","School districts in Santa Barbara County, California"
"Santa Monica Alternative School House",12271685,"https://en.wikipedia.org/wiki/Santa_Monica_Alternative_School_House","California","public","Public middle schools in California"
"Santa Monica High School",1968726,"https://en.wikipedia.org/wiki/Santa_Monica_High_School","California","public","Public high schools in Los Angeles County, California"
"Santa Monica–Malibu Unified School District",3439742,"https://en.wikipedia.org/wiki/Santa_Monica%E2%80%93Malibu_Unified_School_District","California","public","School districts in Los Angeles County, California"
"Santa Paula Elementary School District",4541912,"https://en.wikipedia.org/wiki/Santa_Paula_Elementary_School_District","California","unknown","California school stubs"
"Santa Paula High School",13694894,"https://en.wikipedia.org/wiki/Santa_Paula_High_School","California","public","Public high schools in California"
"Santa Paula Unified School District",65482593,"https://en.wikipedia.org/wiki/Santa_Paula_Unified_School_District","California","unknown","California school stubs"
"Santa Paula Union High School District",4541887,"https://en.wikipedia.org/wiki/Santa_Paula_Union_High_School_District","California","unknown","California school stubs"
"Santa Rita Elementary School",5775147,"https://en.wikipedia.org/wiki/Santa_Rita_Elementary_School","California","public","Public elementary schools in California"
"Santa Rita Union Elementary School District",7183375,"https://en.wikipedia.org/wiki/Santa_Rita_Union_Elementary_School_District","California","public","School districts in Monterey County, California"
"Santa Rosa City Schools",4964968,"https://en.wikipedia.org/wiki/Santa_Rosa_City_Schools","California","public","School districts in Sonoma County, California"
"Santa Rosa High School (Santa Rosa, California)",2865758,"https://en.wikipedia.org/wiki/Santa_Rosa_High_School_(Santa_Rosa,_California)","California","public","Public high schools in California"
"Santa Susana High School",12900237,"https://en.wikipedia.org/wiki/Santa_Susana_High_School","California","public","Public high schools in California"
"Santa Teresa High School",5456971,"https://en.wikipedia.org/wiki/Santa_Teresa_High_School","California","public","Public high schools in California"
"Santa Ynez Valley Union High School",2799162,"https://en.wikipedia.org/wiki/Santa_Ynez_Valley_Union_High_School","California","public","Public high schools in California"
"Santana High School",3752717,"https://en.wikipedia.org/wiki/Santana_High_School","California","public","Public high schools in California"
"Santee School District",9761883,"https://en.wikipedia.org/wiki/Santee_School_District","California","public","School districts in San Diego County, California"
"Santiago High School (Corona, California)",27625163,"https://en.wikipedia.org/wiki/Santiago_High_School_(Corona,_California)","California","public","Public high schools in California"
"Santiago High School (Garden Grove, California)",8535673,"https://en.wikipedia.org/wiki/Santiago_High_School_(Garden_Grove,_California)","California","public","Public high schools in California"
"Saratoga High School (California)",1113084,"https://en.wikipedia.org/wiki/Saratoga_High_School_(California)","California","public","Public high schools in California"
"Saratoga Union School District",37596042,"https://en.wikipedia.org/wiki/Saratoga_Union_School_District","California","public","School districts in Santa Clara County, California"
"Saugus High School (California)",4908268,"https://en.wikipedia.org/wiki/Saugus_High_School_(California)","California","public","Public high schools in California"
"Saugus High School shooting",62344832,"https://en.wikipedia.org/wiki/Saugus_High_School_shooting","California","unknown","School shootings in California"
"Saugus Union School District",4508955,"https://en.wikipedia.org/wiki/Saugus_Union_School_District","California","public","School districts in Los Angeles County, California"
"Sausalito Marin City School District",9709449,"https://en.wikipedia.org/wiki/Sausalito_Marin_City_School_District","California","public","School districts in Marin County, California"
"Savanna High School",10876254,"https://en.wikipedia.org/wiki/Savanna_High_School","California","public","Public high schools in California"
"Savanna School District",33882970,"https://en.wikipedia.org/wiki/Savanna_School_District","California","public","School districts in Orange County, California"
"Scandia Elementary School",44550074,"https://en.wikipedia.org/wiki/Scandia_Elementary_School","California","public","Schools in Solano County, California"
"School Stream",43763062,"https://en.wikipedia.org/wiki/School_Stream","California","unknown","IOS software"
"School of Cinema at San Francisco State University",33583245,"https://en.wikipedia.org/wiki/School_of_Cinema_at_San_Francisco_State_University","California","public","San Francisco State University"
"School of Social Ecology",15923400,"https://en.wikipedia.org/wiki/School_of_Social_Ecology","California","unknown","University of California, Irvine"
"School of the Epiphany",8082523,"https://en.wikipedia.org/wiki/School_of_the_Epiphany","California","private","Private elementary schools in California"
"School's Out!: The Musical",8863132,"https://en.wikipedia.org/wiki/School%27s_Out!:_The_Musical","California","unknown","American flash animated films"
"SchoolTool",8771245,"https://en.wikipedia.org/wiki/SchoolTool","California","unknown","Cross-platform free software"
"Schoolboy Q",30544023,"https://en.wikipedia.org/wiki/Schoolboy_Q","California","unknown","Crenshaw High School alumni"
"Schoolgirl Strikers",52799523,"https://en.wikipedia.org/wiki/Schoolgirl_Strikers","California","unknown","IOS games"
"Schoolwork (Apple)",56971171,"https://en.wikipedia.org/wiki/Schoolwork_(Apple)","California","unknown","IOS software"
"Schurr High School",4239549,"https://en.wikipedia.org/wiki/Schurr_High_School","California","public","Public high schools in Los Angeles County, California"
"Scotts Valley High School",5416447,"https://en.wikipedia.org/wiki/Scotts_Valley_High_School","California","public","Public high schools in California"
"Scotts Valley Unified School District",17584423,"https://en.wikipedia.org/wiki/Scotts_Valley_Unified_School_District","California","unknown","California school stubs"
